sl_no,company,country,country_code,market_cap,diversity,stock_price_2015,stock_price_2016,stock_price_2017,stock_price_2018,stock_price_2019,stock_price_2020,stock_price_2021,stock_price_2022,stock_price_2023,stock_price_2024,expense_2015,expense_2016,expense_2017,expense_2018,expense_2019,expense_2020,expense_2021,expense_2022,expense_2023,expense_2024,revenue_2015,revenue_2016,revenue_2017,revenue_2018,revenue_2019,revenue_2020,revenue_2021,revenue_2022,revenue_2023,revenue_2024,market_share_2015,market_share_2016,market_share_2017,market_share_2018,market_share_2019,market_share_2020,market_share_2021,market_share_2022,market_share_2023,market_share_2024
593,Tagopia,Latvia,EUR,14360000000.0,78.8,414140000.0,184470000.0,359690000.0,345670000.0,5410000.0,0.0,858030000.0,1210000000.0,17520000000.0,0.0,98551462.8,94839536.06,7018096.97,68308123.85,98459644.75,38169412.22,4599711.06,81709172.82,55604170.89,54119881.59,86142521.08,90498416.1,19486518.78,75426771.35,8555950.94,68680035.18,5049553.06,26704291.23,50485617.64,28169825.71,86.06,99.49,71.81,29.53,32.34,85.77,72.37,93.11,87.93,92.99
644,Voonyx,China,CNY,710310000.0,36.0,414140000.0,0.0,39270000000.0,83850000000.0,909020000.0,90060000.0,24170000000.0,852550000.0,0.0,5410000.0,67193579.49,16582250.51,93422838.18,15571460.43,88397893.4,72786136.14,33239722.03,69128196.18,79708961.89,24333394.35,71884083.37,43850076.97,61534879.74,74054423.1,53281781.38,8153427.96,57092188.72,1933228.03,21877585.57,4487334.93,95.79,31.83,32.35,6.54,48.25,63.3,32.23,85.7,40.92,76.23
327,Trudoo,Argentina,ARS,741390000.0,65.9,4139999999.9999995,192450000.0,322510000.0,1240000000.0,315530000.0,514789999.99999994,315400000.0,3650000000.0,2350000000.0,968030000.0,41520322.41,73820911.03,53462872.78,12415535.89,51504598.79,81862236.29,88258451.65,79874129.04,97944902.9,75825823.62,50822484.82,30045541.67,97912523.94,89444593.13,60443566.95,80933151.88,34561833.46,67100433.88,34018474.56,44483438.69,77.91,10.53,3.14,24.94,38.77,64.07,77.92,40.98,15.0,11.37
227,Tavu,China,CNY,441260000.0,76.2,415040000.0,213500000.0,0.0,220800000.0,298040000.0,790370000.0,2490000000.0,939020000.0,116380000000.0,73910000.0,26849823.71,344450.96,67200583.09,44005949.96,79909848.3,73541443.97,43046272.33,47509146.19,76505472.96,56917885.31,84831376.25,33450932.0,65030868.91,80508696.18,87005189.3,86214375.18,66114993.33,64355181.87,10224786.2,47352996.19,11.25,64.02,98.22,3.74,61.03,80.35,83.38,97.24,11.22,67.33
418,Viva,China,CNY,27170000000.0,57.3,415620000.0,7930000000.0,5370000000.0,32450000.000000004,306090000.0,13850000000.0,4830000000.0,614080000.0,29240000.0,2840000000.0,88885672.86,27869953.36,60873081.02,19125529.67,4315557.52,9883578.27,54941164.31,8522192.05,22658580.02,52421126.83,45940532.13,6154222.1,74744924.59,30709025.54,97450605.12,90250258.7,96217856.92,48630641.88,86836051.78,83220064.22,70.17,27.06,82.0,27.5,46.97,80.83,98.91,97.68,8.18,67.15
775,Meemm,Poland,PLN,74720000.0,98.6,41770000000.0,2530000000.0,718390000.0,2450000000.0,2970000.0,914420000.0,45410000.0,195980000.0,231890000.0,195660000.0,35654053.35,16912553.1,77962560.38,34739137.25,1023713.34,91408259.91,59383443.73,49730285.34,61320702.25,65503479.08,12301023.97,74696907.81,6315176.06,86695990.52,22363669.63,55504670.28,47667136.13,71581038.25,25482094.11,13398469.92,95.76,41.43,54.05,84.84,62.37,12.36,75.72,75.44,14.18,47.93
745,Edgeify,Russia,RUB,50380000000.0,75.1,417920000.0,414730000.0,295190000.0,893840000.0,5150000000.0,79410000000.0,1590000000.0,0.0,0.0,8570000000.0,47415292.27,82131759.18,9530404.37,62912204.83,85151717.84,64283433.67,83935052.14,79143436.54,19717274.11,38918870.92,23544281.9,34298236.3,62045185.2,56295297.85,98446338.62,32442402.51,73839184.85,1922782.48,82749381.4,75821922.35,96.4,14.57,9.05,22.96,54.5,49.85,94.13,65.56,94.82,58.37
447,Eidel,Thailand,THB,4040000000.0,75.6,41900000.0,788640000.0,0.0,1310000000.0,174420000.0,6880000000.0,21320000.0,64560000.0,417480000.0,165470000.0,88000606.75,51321691.33,79944585.48,31155464.1,48651865.69,12855519.83,5867994.45,71592074.09,69396326.96,2374906.88,69376074.46,2096797.44,44844594.7,22728410.58,55752439.91,56770908.56,49955693.32,30154426.95,5010404.77,11631107.52,48.31,17.91,55.13,68.07,23.17,91.51,12.54,45.17,49.75,17.6
256,Zoovu,El Salvador,USD,15380000.0,40.4,42150000.0,1450000000.0,2350000000.0,255600000.0,47560000.0,1080000000.0,350140000.0,59430000.0,199670000.0,324290000.0,19726428.74,77268204.7,60746316.24,65422988.4,46576472.47,46607281.85,50437634.51,84549755.9,70038590.05,54641750.19,1819490.59,56288548.42,67862909.73,36106362.21,59663435.21,87779113.39,35943471.37,776065.49,61512847.53,34873176.66,28.86,96.49,22.02,1.13,22.65,54.85,46.89,92.05,48.5,25.81
42,Devshare,Mayotte,EUR,0.0,20.2,4250000000.0,120570000000.0,32909999.999999996,0.0,0.0,119140000.0,292590000.0,9870000000.0,349390000.0,117470000.0,25958579.27,23003829.36,75437487.96,78105783.27,87671966.92,15936412.87,52565836.86,87898812.97,12708829.16,22820507.74,31030163.07,34204588.87,15813425.31,626707.67,90242790.88,82194831.02,21529348.53,78303879.59,81117381.91,92807185.15,78.9,34.21,99.61,83.55,20.87,49.91,88.78,34.93,27.17,25.19
618,Buzzster,United States,USD,534710000.00000006,65.3,4250000000.0,0.0,0.0,99510000.0,71560000.0,20370000000.0,86970000.0,40950000.0,324290000.0,0.0,31388321.95,49168750.61,74375676.1,49989251.23,55576206.71,6547455.32,30185813.17,38666632.09,70729467.37,62217836.09,3222336.97,97627951.7,89540900.2,34571059.58,58554827.32,24018212.21,20424613.21,98934458.65,99326135.73,83018935.51,30.23,18.12,84.08,88.47,84.87,33.3,10.63,63.69,35.26,57.46
108,Katz,Sudan,SDG,1540000000.0,30.7,42500000000.0,185390000.0,895770000.0,0.0,0.0,29100000000.0,1600000000.0,0.0,1870000000.0,775300000.0,9247339.71,61897822.24,84721802.75,1677250.4,59746503.79,86504564.29,40145431.83,85268004.75,41516505.6,99094310.6,12735359.15,79524243.54,84744484.52,29360719.49,50344065.54,4019793.61,27900668.61,35168872.93,52808764.79,23474502.9,53.46,79.16,79.66,84.94,46.71,72.25,74.69,34.06,56.03,72.04
892,Tazz,Colombia,COP,562640000.0,97.7,426470000.0,524240000.0,19400000000.0,33570000.0,52700000000.0,415830000.0,192430000.0,6960000000.0,273470000.0,5990000000.0,91386050.02,40973633.37,31020734.89,93112174.63,63023654.58,39934815.85,48855705.13,44266313.64,23050368.62,10685328.58,23968149.67,77480310.07,60933928.22,64470062.03,57520457.81,44204186.49,43907342.96,79318597.38,1545642.41,37816.85,23.63,14.48,24.59,84.4,45.12,85.56,19.03,38.27,21.71,13.78
110,Kwimbee,Philippines,PHP,104390000.0,73.4,427400000.0,101560000.0,197240000.0,0.0,571520000.0,6870000000.0,0.0,0.0,1350000000.0,0.0,99546553.08,81599436.31,92108003.1,33784811.86,94283072.08,89255053.34,32143242.86,53328097.06,90437800.93,13430770.59,53042592.57,63134392.29,86528175.8,22242773.67,94931624.2,43572002.71,18128003.34,59098375.14,50873235.83,82121563.14,93.6,9.96,63.49,84.12,62.34,62.67,22.83,97.39,55.9,3.15
85,Zoombox,Democratic Republic of the Congo,CDF,161210000000.0,56.5,42850000.0,1140000.0,4400000000.0,88030000.0,1040000000.0,5080000000.0,47700000.0,725480000.0,376320000.0,184470000.0,70210318.22,91953095.82,56937504.67,37275264.23,81511843.22,86879842.21,78028535.41,73960555.21,57468931.04,15088757.53,44903662.25,82625782.27,52561426.99,80175405.92,80029711.57,29045266.04,12969990.8,37095570.01,31754239.87,82181931.96,80.96,89.39,87.85,62.08,34.77,91.94,86.16,84.02,90.13,20.9
899,Bubblebox,Ukraine,UAH,11240000000.0,30.1,430900000.0,157500000.0,11350000.0,187300000.0,2890000000.0,4600000000.0,0.0,14950000.0,38230000000.0,2410000000.0,68486131.46,65751768.36,5410086.41,43824082.99,13205619.19,67402453.45,31058533.46,36707813.55,85773090.61,11287709.78,3119939.46,50103590.94,64059534.62,74965240.26,41511271.9,93677574.75,59579963.23,59784697.98,38380243.04,93928867.22,94.65,73.37,25.43,93.24,85.59,44.02,49.73,48.09,46.99,28.83
923,Innotype,China,CNY,106490000.0,73.5,4320000000.0,1440000000.0,47310000.0,146290000.0,774330000.0,0.0,104110000.0,38280000000.0,2960000000.0,294490000.0,81065066.97,50078161.82,13638413.05,47434196.7,66377051.76,55205360.11,78820775.51,47395987.91,6884179.78,42105803.78,8860642.46,88899931.92,22950077.36,30599258.14,20608344.26,64844676.99,19985035.47,30096483.44,62037416.58,91534624.48,18.97,21.94,69.16,80.5,20.46,61.94,34.74,39.5,66.59,66.98
787,Topicware,Norway,NOK,128500000.0,24.4,434220000.0,0.0,0.0,8020000000.0,299850000.0,747140000.0,52750000.0,513830000.00000006,6590000000.0,64120000.00000001,57526392.88,62646721.76,52944258.68,17994716.88,49053806.07,32133725.21,24933532.14,33318883.71,48931717.23,43878743.28,95503713.65,62291449.89,33335771.35,47535021.39,38088336.75,3337688.68,79702302.58,8979343.71,78175386.1,14795470.43,48.9,19.98,47.07,39.78,98.76,92.26,32.9,37.93,99.36,72.1
157,Dynabox,Indonesia,IDR,27570000.0,82.3,436600000.0,571520000.0,126800000000.0,71110000.0,56380000.0,390460000.0,0.0,219730000.0,1340000000.0,241570000.0,95589253.37,85462008.82,76470021.06,22479869.01,49216249.05,47773349.42,84496644.07,18755380.99,69001852.66,68190762.83,63104256.42,88481881.61,76922019.17,99515365.98,82210810.01,61056119.33,12288820.21,30831989.4,14607227.12,79727783.25,47.22,10.24,4.11,15.31,25.01,63.3,87.32,34.3,97.63,33.05
879,Feedfire,Indonesia,IDR,174890000.0,76.1,436600000.0,340820000.0,1610000000.0,626700000.0,0.0,1900000000.0,816590000.0,1100000000.0,2830000000.0,192010000.0,53572680.3,74122104.83,90950950.74,90771077.44,15016076.1,50258489.31,618935.12,23663542.42,2059313.64,40399679.14,16595029.62,83414106.12,73759031.83,99216278.0,98328503.52,30316871.38,91236867.74,17088671.45,96555830.87,74988934.5,10.92,45.76,1.96,88.38,1.93,63.6,36.87,66.87,48.16,30.64
204,Voonte,Oman,OMR,0.0,33.7,4360000.0,1060000000.0,0.0,1140000000.0,38950000000.0,0.0,0.0,0.0,298660000.0,776550000.0,58601115.98,67376548.57,26735498.77,99265028.44,68739294.57,71821822.4,22558208.95,59965108.37,94086385.34,9334575.36,92708239.18,70635892.56,62841805.62,89123488.38,67639039.65,91604838.79,49780585.48,33281946.39,64223432.38,51356609.76,92.87,99.88,70.48,67.77,75.79,39.25,75.09,87.29,43.45,15.29
720,Yadel,China,CNY,19680000.0,26.7,4370000000.0,686200000.0,309270000.0,208130000.0,834310000.0,6780000000.0,1170000000.0,1640000000.0,0.0,277120000.0,34453323.4,71005399.08,84555428.21,40265936.42,21013684.43,66823011.17,20468596.54,80450909.26,22716251.95,7896562.42,81261172.32,11104122.75,18041412.93,58421017.65,22965838.78,74955345.38,86609550.87,12627709.74,32898188.23,99823591.89,15.42,95.31,62.55,42.02,26.26,45.82,29.5,2.12,49.18,7.63
617,Voolith,Peru,PEN,512549999.99999994,71.7,4380000000.0,165470000.0,1210000000.0,46760000.0,24170000000.0,27010000000.0,264560000.0,1150000000.0,153950000.0,18220000.0,75207148.02,71673651.93,33312764.9,58989606.17,43150512.57,41268038.47,7067910.88,11180548.87,69394065.25,87173180.61,70268134.85,69069241.12,99043603.81,44399702.45,51989186.56,76269999.56,49683773.86,51343256.72,64773857.57,97916241.87,38.7,89.7,39.77,33.43,72.29,55.11,34.35,82.34,66.01,79.9
262,Divavu,Afghanistan,AFN,128880000.0,61.7,439760000.0,4190000000.0000005,3970000000.0,0.0,265680000.0,21260000.0,145490000.0,0.0,19680000000.0,222280000.0,319444.55,37858833.27,63134036.03,79009761.56,19390481.24,48524711.31,29910351.38,40096536.29,61998617.17,46859831.82,72979901.47,58704135.97,94120488.73,669922.45,24383552.03,98215993.21,81653150.98,32037221.17,92427026.67,48518985.25,91.89,13.86,21.73,98.85,61.8,31.48,78.81,99.65,97.39,99.42
538,Centidel,Russia,RUB,254840000.0,57.6,439760000.0,708430000.0,243180000.0,719190000.0,315810000.0,83180000.0,0.0,149830000.0,1390000000.0,492780000.0,18406897.42,31535275.42,28973395.69,28421828.22,46689857.18,16753823.73,84492583.52,13572651.31,42375968.82,62728664.06,90757271.35,87863902.39,56037899.66,77305960.8,32379378.95,47791274.86,96957718.58,61331622.39,4288699.17,92797061.99,77.56,53.41,83.3,14.21,82.94,78.16,51.76,72.68,53.71,90.42
631,Tagcat,Ireland,EUR,311290000.0,64.0,440650000.0,0.0,117890000.0,575540000.0,10180000000.0,0.0,909470000.0,2150000000.0,469810000.0,13780000.0,91900940.26,82686592.57,53702099.22,5717815.08,19174089.09,89492255.03,87519440.13,41891368.13,18848802.43,46243119.62,86104499.86,22463871.46,26382413.41,57289681.34,92379299.8,24011396.16,52148989.99,34348140.88,56677766.87,1545053.34,91.12,10.57,78.66,98.74,57.78,42.67,15.47,44.41,8.06,86.41
289,Fivespan,China,CNY,49800000.0,87.8,445120000.0,15380000.0,1100000000.0,3400000000.0,0.0,10250000000.0,25310000000.0,0.0,3110000000.0,2049999999.9999998,16185088.56,2752389.78,34744867.34,76014255.01,49731920.32,20332966.5,1509327.3,79644454.87,22403785.34,28064260.53,47182530.45,95929198.11,25727947.06,41699625.61,15420509.34,36121058.03,14407642.65,15165716.47,19057949.58,59101371.99,44.15,96.02,67.54,70.26,56.28,15.79,75.71,58.21,94.02,76.55
458,Bluejam,Brazil,BRL,3060000000.0,35.7,445100000.0,261579999.99999997,4720000000.0,1900000000.0,1160000000.0,2240000000.0,0.0,475850000.0,0.0,471620000.0,37874035.54,76306020.49,11749867.26,61855787.03,34235827.26,68494397.26,93364029.21,29814465.19,81848573.11,8649185.66,82437017.68,21666132.47,4325801.65,40046988.96,34597523.53,46606693.07,64316612.91,67967411.08,97719506.41,63473060.01,62.44,30.57,99.45,91.67,38.51,5.03,17.03,87.72,74.55,22.47
918,Thoughtmix,Indonesia,IDR,0.0,89.6,4450000000.0,2049999999.9999998,198290000.0,4820000000.0,0.0,544370000.0,808570000.0,904290000.0,1130000000.0,434220000.0,86511139.38,34693254.74,19637589.66,8126750.9,8771304.84,6719838.68,21928279.63,88160143.29,27551415.59,89469780.11,43044930.28,92209812.7,41970579.97,78434805.76,49632623.76,20917842.69,63327217.31,14897395.07,83893887.02,89382191.44,72.28,31.47,78.88,18.8,12.68,89.7,66.1,69.19,92.88,26.82
944,Feedfish,Portugal,EUR,157670000.0,30.3,4460000000.0,9260000000.0,3300000000.0,395710000.0,4139999999.9999995,5070000000.0,1390000000.0,3860000000.0,236630000.0,63940000.0,76723776.56,93983082.72,24011776.88,14263810.05,21551757.69,28090988.28,64697819.79,1823376.55,98831689.53,61279510.19,44292944.67,47357951.29,74432339.78,52855811.28,88587480.56,73083966.59,84321230.45,15443163.37,38190406.78,2119091.92,55.01,94.5,9.24,68.96,67.68,28.41,29.53,43.69,7.62,36.66
791,Dabshots,Peru,PEN,2980000000.0,81.0,4460000000.0,194720000.0,0.0,0.0,2850000000.0,923440000.0,41810000000.0,233130000.0,25910000000.0,27020000000.0,57733862.42,21573499.71,44210949.28,96772158.61,99250026.5,15608653.73,12096177.86,68219133.08,67192498.47,73041850.21,97371716.86,76681111.71,47473072.71,95845146.24,79559279.52,12992640.34,42788007.79,62160871.38,78529014.88,50663647.45,69.58,8.75,68.93,47.03,69.96,33.56,31.88,62.62,62.03,88.45
408,Teklist,Philippines,PHP,0.0,33.1,446000000.0,1660000000.0,2380000000.0,217530000.0,56440000.0,10500000000.0,90320000.0,0.0,42800000.0,1110000000.0,33302327.3,74880153.9,49949405.7,45349925.54,25321028.58,65149236.84,53831535.03,33577808.64,34374426.29,88347212.87,26837115.46,56649312.29,11645202.98,82339212.76,51299725.55,94909186.33,55090885.0,36351149.43,76141512.88,43601011.25,38.25,67.85,54.51,15.06,90.97,98.46,40.6,31.54,71.72,43.9
690,Youtags,Kazakhstan,KZT,24270000000.0,79.6,447050000.0,0.0,176550000.0,6650000000.0,124920000.0,463930000.0,23110000000.0,139620000.0,67470000.0,802930000.0,80294833.88,93790039.33,20059632.65,46431360.88,26338849.75,79400945.57,40340606.29,56014501.86,3573066.39,97777459.5,67083317.14,20339985.43,11544075.4,82376047.02,87398518.82,83952865.87,48936967.86,86237175.58,23807014.06,38566118.47,51.18,49.97,88.12,7.06,26.51,55.75,22.66,22.34,66.63,76.27
507,Bluezoom,Poland,PLN,222280000.0,65.8,44740000.0,3460000000.0,1020000000.0,9550000000.0,3740000000.0,86580000.0,423980000.0,354270000.0,2640000000.0,0.0,77617353.8,20051970.89,51069624.44,91791603.88,254249.08,48015462.48,27849412.6,79459303.78,93180367.33,56174047.74,68314810.97,41142662.29,38276227.55,89227053.64,76287960.67,34982297.51,14241447.23,32364781.97,59821942.25,82840122.45,58.11,1.44,17.58,36.57,62.53,15.66,58.72,8.57,32.64,81.76
26,Yakitri,Peru,PEN,228440000.0,62.3,448390000.0,532950000.00000006,52700000000.0,2500000000.0,687350000.0,177400000.0,1280000000.0,0.0,3430000000.0,70380000.0,6143730.1,38965751.28,37648359.16,39719075.19,84572449.95,2349894.97,81489160.29,28951173.63,72903616.79,46804356.27,96954157.07,38471359.04,91675808.7,57126537.8,70130676.46,66277528.98,97900512.08,78996160.02,14017217.04,93449294.96,22.45,62.36,78.49,96.7,7.38,83.63,76.19,89.52,93.5,2.35
732,Ailane,Poland,PLN,1840000000.0,82.4,450720000.0,320210000.0,468650000.0,0.0,30920000.0,9640000000.0,822580000.0,244930000.0,3760000000.0,154260000.0,738474.45,22730520.41,90979322.19,7261455.52,57445813.77,6641912.18,34420776.01,90208912.96,53783967.8,29322618.14,59651049.33,42905555.69,83489843.55,79629157.94,20333771.47,84379319.27,11960397.05,51339378.59,79205754.79,54741229.97,99.38,17.59,17.65,6.92,31.84,10.16,53.63,56.43,95.74,62.59
413,Yotz,China,CNY,68610000.0,61.1,4510000000.0,5670000000.0,0.0,54660000.0,740260000.0,8400000.0,563500000.0,49800000.0,27060000000.0,0.0,40849408.8,41087491.32,33743519.97,83271136.63,3509647.91,39828895.18,77415829.44,51525626.31,39574801.24,93164575.1,92258631.84,52753937.41,12763737.32,15215628.05,84603550.31,75072005.88,14184239.61,1302839.81,62331271.91,4124234.5,26.38,44.61,27.45,3.95,84.24,96.08,16.34,9.41,37.63,1.28
376,Ntag,China,CNY,789190000.0,38.3,452190000.0,560240000.0,2180000000.0,4120000000.0,1940000000.0,1150000000.0,351670000.0,277120000.0,4820000000.0,83040000.0,78391650.56,44589382.74,93813192.92,50051961.72,99634556.66,2653127.16,60115899.85,39109602.15,7248497.94,14133325.02,23099.71,75137491.98,99958102.14,96669521.56,68150743.77,61514473.06,77225195.4,27973117.57,97986522.89,35523205.76,74.38,96.06,30.59,81.46,10.91,18.85,59.61,32.27,12.66,71.43
885,Oba,Philippines,PHP,2610000000.0,66.5,454720000.0,1030000000.0,0.0,83790000000.0,0.0,588960000.0,25010000000.0,3390000000.0,0.0,0.0,88732716.76,98560907.4,20991705.23,15227764.14,94469644.87,47252608.8,5968369.69,5597773.63,21558369.86,82187849.24,13606604.33,75524331.45,87825368.2,74042255.81,46675807.1,19069622.65,99658426.64,59167502.11,40970665.39,61222953.86,88.73,36.45,42.33,47.71,66.79,34.95,33.86,43.02,25.77,75.45
774,Midel,Oman,OMR,316230000.0,37.2,4540000000.0,172360000.0,153730000.0,85380000.0,50640000.0,0.0,1820000000.0,130669999.99999999,6110000.0,6480000000.0,44315726.47,21864689.99,10002255.01,28518299.98,18835874.34,13119473.51,21562032.87,38711698.56,21443889.68,61267544.8,60325785.33,69731971.03,87326479.82,92363826.4,3000300.7,7356688.62,75860251.04,83557637.21,76369292.32,34301370.89,64.14,15.82,91.06,57.83,88.6,40.23,83.79,48.46,54.01,74.82
89,Rhyloo,Philippines,PHP,52170000.0,62.9,4550000000.0,417480000.0,0.0,2620000000.0,1230000000.0,0.0,611820000.0,0.0,400410000.0,3630000000.0,22100997.37,59267543.52,25829468.35,9529071.41,86994783.36,52693996.82,72062103.75,83698480.19,36357896.03,43153134.64,96804541.01,38908845.67,8522239.9,77385534.43,31645887.38,77822517.68,21585133.41,34177306.92,1939987.29,74106321.33,42.91,75.96,93.44,68.3,86.58,69.14,77.34,21.27,1.83,39.85
164,Buzzshare,Brazil,BRL,0.0,92.2,45780000.0,401180000.0,18780000.0,0.0,38250000.0,444680000.0,10690000.0,66200000.0,0.0,0.0,73085132.41,34607483.93,84583587.2,74019010.15,2404743.29,82526757.85,58407959.95,19129587.28,79232348.68,856452.91,27715219.6,38461886.1,58169571.9,29341242.89,91104717.29,91537972.45,95052722.3,83263772.79,93939724.8,75585652.34,69.47,13.42,18.0,58.48,99.81,22.93,98.51,67.99,98.69,40.11
614,Edgepulse,Mongolia,MNT,234410000.0,56.3,45890000000.0,430840000.0,316230000.0,395170000.0,217090000.0,675670000.0,289480000.0,29950000.0,5260000000.0,6150000000.0,86564722.17,65162227.09,81353252.19,62283024.48,85672048.87,89253026.89,19137619.87,33941861.85,64882447.65,28908357.76,16391902.08,79270208.21,68053050.32,49047847.85,45881948.33,73443795.64,73426627.45,36510440.67,310669.78,16386626.54,57.41,65.18,17.6,81.78,5.33,71.76,31.57,91.99,19.8,50.12
76,Skynoodle,China,CNY,339020000.0,75.8,4500000000.0,15850000000.0,88580000000.0,1050000000.0,2380000000.0,471110000.0,18660000.0,25260000000.0,1540000000.0,220800000.0,45030503.28,98439484.61,2501730.82,20679942.67,34063777.35,19630205.72,45204459.5,17515126.47,73844152.83,86273884.84,23039933.48,20885543.36,2340360.86,2741043.14,17738320.32,31611656.02,67230788.1,73036711.96,52962976.88,48044529.91,82.73,18.09,77.95,56.83,64.17,71.56,22.5,78.72,40.2,56.75
271,Abatz,Germany,EUR,1900000000.0,48.7,4500000.0,12320000000.0,0.0,49810000.0,3640000000.0,5460000000.0,42390000.0,70330000.0,299370000.0,3520000000.0,90572824.01,47234062.72,16703966.26,32198329.33,94513312.39,91951093.72,68761281.47,15050760.16,54789493.21,7656658.58,95588875.39,53414888.52,3062577.06,58957873.84,91042225.44,23513779.39,65041932.02,74932904.55,75804919.73,74841553.5,63.33,42.35,41.87,25.89,81.24,94.16,63.65,95.61,59.02,4.75
